,Year,Category,Quota,Quota Premium,Total Bids Received,Number of Successful Bids
0,2022,Cat A (Cars up to 1600cc and 97kW),531,57898,711,526
1,2022,Cat A (Cars up to 1600cc and 97kW),543,57599,760,533
2,2021,Cat A (Cars up to 1600cc and 97kW),534,58801,740,534
3,2021,Cat A (Cars up to 1600cc and 97kW),536,57010,771,525
4,2021,Cat A (Cars up to 1600cc and 97kW),537,55001,706,535
5,2021,Cat A (Cars up to 1600cc and 97kW),536,53709,834,531
6,2021,Cat A (Cars up to 1600cc and 97kW),811,52709,1304,806
7,2021,Cat A (Cars up to 1600cc and 97kW),816,47001,1077,812
8,2021,Cat A (Cars up to 1600cc and 97kW),803,48000,1040,795
9,2021,Cat A (Cars up to 1600cc and 97kW),804,47000,1124,790
10,2021,Cat A (Cars up to 1600cc and 97kW),806,46689,1127,806
11,2021,Cat A (Cars up to 1600cc and 97kW),805,45189,1021,804
12,2021,Cat A (Cars up to 1600cc and 97kW),836,47010,1240,832
13,2021,Cat A (Cars up to 1600cc and 97kW),867,45001,1149,864
14,2021,Cat A (Cars up to 1600cc and 97kW),830,47821,1178,823
15,2021,Cat A (Cars up to 1600cc and 97kW),858,48510,1439,820
16,2021,Cat A (Cars up to 1600cc and 97kW),835,41801,1209,834
17,2021,Cat A (Cars up to 1600cc and 97kW),832,48002,1100,803
18,2021,Cat A (Cars up to 1600cc and 97kW),890,49640,1290,883
19,2021,Cat A (Cars up to 1600cc and 97kW),883,45600,1212,880
20,2021,Cat A (Cars up to 1600cc and 97kW),886,44589,1186,879
21,2021,Cat A (Cars up to 1600cc and 97kW),887,41996,1175,887
22,2021,Cat A (Cars up to 1600cc and 97kW),903,41001,1226,900
23,2021,Cat A (Cars up to 1600cc and 97kW),885,42000,1098,881
24,2021,Cat A (Cars up to 1600cc and 97kW),963,40609,1280,962
25,2021,Cat A (Cars up to 1600cc and 97kW),963,40609,1280,962
26,2020,Cat A (Cars up to 1600cc and 97kW),969,40556,1403,966
27,2020,Cat A (Cars up to 1600cc and 97kW),978,40714,1620,978
28,2020,Cat A (Cars up to 1600cc and 97kW),972,37690,1361,966
29,2020,Cat A (Cars up to 1600cc and 97kW),967,35990,1262,952
30,2020,Cat A (Cars up to 1600cc and 97kW),916,37334,1323,907
31,2020,Cat A (Cars up to 1600cc and 97kW),912,36534,1272,907
32,2020,Cat A (Cars up to 1600cc and 97kW),1034,38504,1540,1031
33,2020,Cat A (Cars up to 1600cc and 97kW),1035,37766,1737,1035
34,2020,Cat A (Cars up to 1600cc and 97kW),1034,35710,2099,1019
35,2020,Cat A (Cars up to 1600cc and 97kW),1022,33000,2047,1007
36,2020,Cat A (Cars up to 1600cc and 97kW),1304,32699,2485,1290
37,2020,Cat A (Cars up to 1600cc and 97kW),1289,33520,3061,1286
38,2020,Cat A (Cars up to 1600cc and 97kW),982,31210,1421,962
39,2020,Cat A (Cars up to 1600cc and 97kW),978,32699,1436,973
40,2020,Cat A (Cars up to 1600cc and 97kW),982,32999,1564,973
41,2020,Cat A (Cars up to 1600cc and 97kW),982,30010,1204,977
42,2020,Cat A (Cars up to 1600cc and 97kW),1034,35010,1390,1025
43,2020,Cat A (Cars up to 1600cc and 97kW),1035,35320,1450,1026
44,2019,Cat A (Cars up to 1600cc and 97kW),1029,32889,1256,1013
45,2019,Cat A (Cars up to 1600cc and 97kW),1030,33009,1386,1013
46,2019,Cat A (Cars up to 1600cc and 97kW),1023,32000,1468,1012
47,2019,Cat A (Cars up to 1600cc and 97kW),1043,30000,1302,1031
48,2019,Cat A (Cars up to 1600cc and 97kW),1060,32309,1467,1056
49,2019,Cat A (Cars up to 1600cc and 97kW),1057,34001,1659,1033
50,2019,Cat A (Cars up to 1600cc and 97kW),1056,31759,1453,1053
51,2019,Cat A (Cars up to 1600cc and 97kW),1056,31783,1656,1056
52,2019,Cat A (Cars up to 1600cc and 97kW),1062,31917,1725,1062
53,2019,Cat A (Cars up to 1600cc and 97kW),1059,32725,2023,1059
54,2019,Cat A (Cars up to 1600cc and 97kW),1623,26667,1902,1617
55,2019,Cat A (Cars up to 1600cc and 97kW),1431,28589,1795,1428
56,2019,Cat A (Cars up to 1600cc and 97kW),1424,26999,1742,1225
57,2019,Cat A (Cars up to 1600cc and 97kW),1424,30009,1902,1417
58,2019,Cat A (Cars up to 1600cc and 97kW),1475,27000,1799,1475
59,2019,Cat A (Cars up to 1600cc and 97kW),1431,36704,1988,1431
60,2019,Cat A (Cars up to 1600cc and 97kW),1653,33199,2249,1603
61,2019,Cat A (Cars up to 1600cc and 97kW),1656,29159,2338,1650
62,2019,Cat A (Cars up to 1600cc and 97kW),1650,26659,2204,1647
63,2019,Cat A (Cars up to 1600cc and 97kW),1659,26309,2213,1653
64,2019,Cat A (Cars up to 1600cc and 97kW),1650,26301,2261,1650
65,2019,Cat A (Cars up to 1600cc and 97kW),1662,25689,2371,1653
66,2019,Cat A (Cars up to 1600cc and 97kW),1818,26170,2864,1818
67,2019,Cat A (Cars up to 1600cc and 97kW),1815,25920,2707,1804
68,2018,Cat A (Cars up to 1600cc and 97kW),1890,25501,2729,1887
69,2018,Cat A (Cars up to 1600cc and 97kW),1878,23568,2177,1878
70,2018,Cat A (Cars up to 1600cc and 97kW),1818,25000,2231,1744
71,2018,Cat A (Cars up to 1600cc and 97kW),1819,28199,2849,1757
72,2018,Cat A (Cars up to 1600cc and 97kW),1674,25556,1811,1672
73,2018,Cat A (Cars up to 1600cc and 97kW),1668,28457,2059,1665
74,2018,Cat A (Cars up to 1600cc and 97kW),1664,28000,2059,1655
75,2018,Cat A (Cars up to 1600cc and 97kW),1664,30209,2488,1661
76,2018,Cat A (Cars up to 1600cc and 97kW),1695,31997,2948,1695
77,2018,Cat A (Cars up to 1600cc and 97kW),1672,33798,3633,1672
78,2018,Cat A (Cars up to 1600cc and 97kW),1443,32699,3100,1412
79,2018,Cat A (Cars up to 1600cc and 97kW),1435,25000,1626,1427
80,2018,Cat A (Cars up to 1600cc and 97kW),1446,34110,1818,1437
81,2018,Cat A (Cars up to 1600cc and 97kW),1441,36426,1696,1440
82,2018,Cat A (Cars up to 1600cc and 97kW),1434,38001,1805,1422
83,2018,Cat A (Cars up to 1600cc and 97kW),1435,38941,1836,1428
84,2018,Cat A (Cars up to 1600cc and 97kW),1566,38510,2027,1566
85,2018,Cat A (Cars up to 1600cc and 97kW),1566,37000,1888,1564
86,2018,Cat A (Cars up to 1600cc and 97kW),1559,38000,2117,1551
87,2018,Cat A (Cars up to 1600cc and 97kW),1580,38830,2405,1572
88,2018,Cat A (Cars up to 1600cc and 97kW),1562,36810,2073,1561
89,2018,Cat A (Cars up to 1600cc and 97kW),1557,40000,2389,1534
90,2018,Cat A (Cars up to 1600cc and 97kW),1713,36890,1938,1708
91,2018,Cat A (Cars up to 1600cc and 97kW),1693,41400,2264,1693
92,2017,Cat A (Cars up to 1600cc and 97kW),1687,38200,1970,1654
93,2017,Cat A (Cars up to 1600cc and 97kW),1680,42339,2158,1667
94,2017,Cat A (Cars up to 1600cc and 97kW),1686,46791,2721,1679
95,2017,Cat A (Cars up to 1600cc and 97kW),1683,47112,3430,1683
96,2017,Cat A (Cars up to 1600cc and 97kW),1815,41617,2391,1809
97,2017,Cat A (Cars up to 1600cc and 97kW),1829,41761,2808,1827
98,2017,Cat A (Cars up to 1600cc and 97kW),1815,42902,3469,1815
99,2017,Cat A (Cars up to 1600cc and 97kW),1820,36001,2195,1806
100,2017,Cat A (Cars up to 1600cc and 97kW),1817,42900,2148,1817
101,2017,Cat A (Cars up to 1600cc and 97kW),1817,46778,2403,1812
102,2017,Cat A (Cars up to 1600cc and 97kW),1907,44002,2389,1905
103,2017,Cat A (Cars up to 1600cc and 97kW),1904,42801,2296,1902
104,2017,Cat A (Cars up to 1600cc and 97kW),1906,42801,2302,1898
105,2017,Cat A (Cars up to 1600cc and 97kW),1898,45201,2245,1893
106,2017,Cat A (Cars up to 1600cc and 97kW),1920,46489,2601,1913
107,2017,Cat A (Cars up to 1600cc and 97kW),1905,51106,2240,1905
108,2017,Cat A (Cars up to 1600cc and 97kW),2052,51600,2442,2030
109,2017,Cat A (Cars up to 1600cc and 97kW),2068,52000,2486,2061
110,2017,Cat A (Cars up to 1600cc and 97kW),2096,51765,2961,2096
111,2017,Cat A (Cars up to 1600cc and 97kW),2061,50789,3190,2045
112,2017,Cat A (Cars up to 1600cc and 97kW),2133,49430,2926,2089
113,2017,Cat A (Cars up to 1600cc and 97kW),2060,48401,2691,2051
114,2017,Cat A (Cars up to 1600cc and 97kW),1846,50889,2437,1766
115,2017,Cat A (Cars up to 1600cc and 97kW),1877,50101,2260,1870
116,2016,Cat A (Cars up to 1600cc and 97kW),1844,49751,2554,1843
117,2016,Cat A (Cars up to 1600cc and 97kW),1844,48000,2335,1812
118,2016,Cat A (Cars up to 1600cc and 97kW),1846,50951,2536,1846
119,2016,Cat A (Cars up to 1600cc and 97kW),1929,52668,2800,1929
120,2016,Cat A (Cars up to 1600cc and 97kW),2023,50991,2584,2021
121,2016,Cat A (Cars up to 1600cc and 97kW),2064,51507,2938,1979
122,2016,Cat A (Cars up to 1600cc and 97kW),2008,50000,2610,1993
123,2016,Cat A (Cars up to 1600cc and 97kW),2067,51506,2739,2011
124,2016,Cat A (Cars up to 1600cc and 97kW),2034,53334,2803,2034
125,2016,Cat A (Cars up to 1600cc and 97kW),2018,52503,2712,1959
126,2016,Cat A (Cars up to 1600cc and 97kW),2272,53000,3195,2246
127,2016,Cat A (Cars up to 1600cc and 97kW),2222,52301,3194,2212
128,2016,Cat A (Cars up to 1600cc and 97kW),2252,55200,3957,2197
129,2016,Cat A (Cars up to 1600cc and 97kW),2218,53694,4545,2213
130,2016,Cat A (Cars up to 1600cc and 97kW),2217,47020,3227,2182
131,2016,Cat A (Cars up to 1600cc and 97kW),2218,47889,3446,2217
132,2016,Cat A (Cars up to 1600cc and 97kW),2062,47300,3327,2061
133,2016,Cat A (Cars up to 1600cc and 97kW),2105,46009,3719,2103
134,2016,Cat A (Cars up to 1600cc and 97kW),2053,45504,3836,2020
135,2016,Cat A (Cars up to 1600cc and 97kW),2033,45000,3518,1957
136,2016,Cat A (Cars up to 1600cc and 97kW),2049,43000,2965,2025
137,2016,Cat A (Cars up to 1600cc and 97kW),2038,46651,2972,2033
138,2016,Cat A (Cars up to 1600cc and 97kW),1659,51301,3437,1638
139,2016,Cat A (Cars up to 1600cc and 97kW),1659,45002,2013,1649
140,2015,Cat A (Cars up to 1600cc and 97kW),1669,54301,1978,1667
141,2015,Cat A (Cars up to 1600cc and 97kW),1698,56989,2132,1696
142,2015,Cat A (Cars up to 1600cc and 97kW),1662,59200,2140,1650
143,2015,Cat A (Cars up to 1600cc and 97kW),1664,56001,2009,1623
144,2015,Cat A (Cars up to 1600cc and 97kW),1690,57301,2229,1684
145,2015,Cat A (Cars up to 1600cc and 97kW),1687,56001,2210,1679
146,2015,Cat A (Cars up to 1600cc and 97kW),1687,55399,2276,1684
147,2015,Cat A (Cars up to 1600cc and 97kW),1688,57089,2553,1688
148,2015,Cat A (Cars up to 1600cc and 97kW),1756,57498,2597,1756
149,2015,Cat A (Cars up to 1600cc and 97kW),1688,56209,2446,1687
150,2015,Cat A (Cars up to 1600cc and 97kW),1435,55889,1966,1365
151,2015,Cat A (Cars up to 1600cc and 97kW),1466,58700,1891,1464
152,2015,Cat A (Cars up to 1600cc and 97kW),1429,61000,1766,1421
153,2015,Cat A (Cars up to 1600cc and 97kW),1432,66000,1943,1393
154,2015,Cat A (Cars up to 1600cc and 97kW),1434,66590,2351,1431
155,2015,Cat A (Cars up to 1600cc and 97kW),1444,68589,2891,1438
156,2015,Cat A (Cars up to 1600cc and 97kW),987,67601,2055,979
157,2015,Cat A (Cars up to 1600cc and 97kW),988,67749,2340,970
158,2015,Cat A (Cars up to 1600cc and 97kW),987,64700,2251,987
159,2015,Cat A (Cars up to 1600cc and 97kW),987,61410,2120,986
160,2015,Cat A (Cars up to 1600cc and 97kW),988,57199,1294,988
161,2015,Cat A (Cars up to 1600cc and 97kW),992,62002,1295,991
162,2015,Cat A (Cars up to 1600cc and 97kW),705,65001,1068,703
163,2015,Cat A (Cars up to 1600cc and 97kW),704,66010,940,698
164,2014,Cat A (Cars up to 1600cc and 97kW),705,65889,868,699
165,2014,Cat A (Cars up to 1600cc and 97kW),709,67089,996,703
166,2014,Cat A (Cars up to 1600cc and 97kW),701,67889,1144,694
167,2014,Cat A (Cars up to 1600cc and 97kW),703,64900,1196,692
168,2014,Cat A (Cars up to 1600cc and 97kW),572,63990,1092,569
169,2014,Cat A (Cars up to 1600cc and 97kW),575,63880,1097,570
170,2014,Cat A (Cars up to 1600cc and 97kW),573,62000,792,573
171,2014,Cat A (Cars up to 1600cc and 97kW),572,64841,813,568
172,2014,Cat A (Cars up to 1600cc and 97kW),575,65710,994,574
173,2014,Cat A (Cars up to 1600cc and 97kW),574,64600,1086,574
174,2014,Cat A (Cars up to 1600cc and 97kW),509,62890,1190,505
175,2014,Cat A (Cars up to 1600cc and 97kW),513,61990,1075,511
176,2014,Cat A (Cars up to 1600cc and 97kW),509,61899,1040,506
177,2014,Cat A (Cars up to 1600cc and 97kW),507,63190,1040,499
178,2014,Cat A (Cars up to 1600cc and 97kW),509,65689,997,506
179,2014,Cat A (Cars up to 1600cc and 97kW),513,60002,676,512
180,2014,Cat A (Cars up to 1600cc and 97kW),361,71335,513,357
181,2014,Cat A (Cars up to 1600cc and 97kW),367,77400,537,360
182,2014,Cat A (Cars up to 1600cc and 97kW),362,78602,577,360
183,2014,Cat A (Cars up to 1600cc and 97kW),365,76999,615,356
184,2014,Cat A (Cars up to 1600cc and 97kW),362,77201,700,358
185,2014,Cat A (Cars up to 1600cc and 97kW),362,71564,719,356
186,2014,Cat A (Cars up to 1600cc and 97kW),368,72290,724,364
187,2014,Cat A (Cars up to 1600cc and 97kW),364,72369,623,361
188,2013,Cat A (Cars up to 1600cc and 97kW),367,74002,574,363
189,2013,Cat A (Cars up to 1600cc and 97kW),364,73160,591,364
190,2013,Cat A (Cars up to 1600cc and 97kW),364,74991,650,361
191,2013,Cat A (Cars up to 1600cc and 97kW),368,72609,590,368
192,2013,Cat A (Cars up to 1600cc and 97kW),373,76889,596,373
193,2013,Cat A (Cars up to 1600cc and 97kW),365,85000,615,361
194,2013,Cat A (Cars up to 1600cc and 97kW),370,83751,654,361
195,2013,Cat A (Cars up to 1600cc and 97kW),366,77304,609,365
196,2013,Cat A (Cars up to 1600cc and 97kW),366,76223,596,360
197,2013,Cat A (Cars up to 1600cc and 97kW),373,75556,754,371
198,2013,Cat A (Cars up to 1600cc and 97kW),334,73989,621,332
199,2013,Cat A (Cars up to 1600cc and 97kW),338,73100,716,328
200,2013,Cat A (Cars up to 1600cc and 97kW),342,69903,788,341
201,2013,Cat A (Cars up to 1600cc and 97kW),341,67301,855,336
202,2013,Cat A (Cars up to 1600cc and 97kW),333,64839,888,324
203,2013,Cat A (Cars up to 1600cc and 97kW),336,62999,912,329
204,2013,Cat A (Cars up to 1600cc and 97kW),333,62497,993,333
205,2013,Cat A (Cars up to 1600cc and 97kW),341,61029,966,339
206,2013,Cat A (Cars up to 1600cc and 97kW),337,64209,923,337
207,2013,Cat A (Cars up to 1600cc and 97kW),336,74689,1180,329
208,2013,Cat A (Cars up to 1600cc and 97kW),333,78301,427,329
209,2013,Cat A (Cars up to 1600cc and 97kW),335,87109,418,333
210,2013,Cat A (Cars up to 1600cc and 97kW),409,91010,489,409
211,2013,Cat A (Cars up to 1600cc and 97kW),410,92100,555,409
212,2012,Cat A (Cars up to 1600cc and 97kW),395,81889,499,378
213,2012,Cat A (Cars up to 1600cc and 97kW),395,78523,482,378
214,2012,Cat A (Cars up to 1600cc and 97kW),396,77291,540,393
215,2012,Cat A (Cars up to 1600cc and 97kW),395,77201,621,393
216,2012,Cat A (Cars up to 1600cc and 97kW),393,71001,509,390
217,2012,Cat A (Cars up to 1600cc and 97kW),401,69000,506,399
218,2012,Cat A (Cars up to 1600cc and 97kW),402,63000,486,402
219,2012,Cat A (Cars up to 1600cc and 97kW),399,68000,518,391
220,2012,Cat A (Cars up to 1600cc and 97kW),400,66889,530,391
221,2012,Cat A (Cars up to 1600cc and 97kW),421,73501,724,415
222,2012,Cat A (Cars up to 1600cc and 97kW),676,68656,911,669
223,2012,Cat A (Cars up to 1600cc and 97kW),641,59421,872,613
224,2012,Cat A (Cars up to 1600cc and 97kW),633,59004,920,577
225,2012,Cat A (Cars up to 1600cc and 97kW),668,59003,1004,647
226,2012,Cat A (Cars up to 1600cc and 97kW),630,58001,945,617
227,2012,Cat A (Cars up to 1600cc and 97kW),641,62600,822,593
228,2012,Cat A (Cars up to 1600cc and 97kW),629,64201,1011,618
229,2012,Cat A (Cars up to 1600cc and 97kW),637,58501,960,615
230,2012,Cat A (Cars up to 1600cc and 97kW),636,56501,1067,626
231,2012,Cat A (Cars up to 1600cc and 97kW),667,56551,912,649
232,2012,Cat A (Cars up to 1600cc and 97kW),624,57009,1017,607
233,2012,Cat A (Cars up to 1600cc and 97kW),619,52809,1058,571
234,2012,Cat A (Cars up to 1600cc and 97kW),657,48112,903,652
235,2012,Cat A (Cars up to 1600cc and 97kW),554,46889,901,554
236,2011,Cat A (Cars up to 1600cc and 97kW),566,50001,878,457
237,2011,Cat A (Cars up to 1600cc and 97kW),549,52392,781,543
238,2011,Cat A (Cars up to 1600cc and 97kW),559,54887,756,541
239,2011,Cat A (Cars up to 1600cc and 97kW),548,55997,766,547
240,2011,Cat A (Cars up to 1600cc and 97kW),565,56112,873,554
241,2011,Cat A (Cars up to 1600cc and 97kW),549,50289,793,549
242,2011,Cat A (Cars up to 1600cc and 97kW),548,48006,951,531
243,2011,Cat A (Cars up to 1600cc and 97kW),548,51000,794,547
244,2011,Cat A (Cars up to 1600cc and 97kW),557,49301,927,557
245,2011,Cat A (Cars up to 1600cc and 97kW),566,48801,1034,566
246,2011,Cat A (Cars up to 1600cc and 97kW),510,56002,776,501
247,2011,Cat A (Cars up to 1600cc and 97kW),514,55989,839,497
248,2011,Cat A (Cars up to 1600cc and 97kW),512,50244,715,512
249,2011,Cat A (Cars up to 1600cc and 97kW),510,53390,880,506
250,2011,Cat A (Cars up to 1600cc and 97kW),523,46989,760,521
251,2011,Cat A (Cars up to 1600cc and 97kW),511,44790,944,511
252,2011,Cat A (Cars up to 1600cc and 97kW),565,44000,964,552
253,2011,Cat A (Cars up to 1600cc and 97kW),512,43212,813,511
254,2011,Cat A (Cars up to 1600cc and 97kW),527,43813,927,472
255,2011,Cat A (Cars up to 1600cc and 97kW),532,42600,875,530
256,2011,Cat A (Cars up to 1600cc and 97kW),511,42999,788,494
257,2011,Cat A (Cars up to 1600cc and 97kW),523,37124,1146,501
258,2011,Cat A (Cars up to 1600cc and 97kW),607,40123,1091,606
259,2011,Cat A (Cars up to 1600cc and 97kW),614,38889,1192,602
260,2010,Cat A (Cars up to 1600cc and 97kW),617,46129,755,607
261,2010,Cat A (Cars up to 1600cc and 97kW),598,47604,1020,582
262,2010,Cat A (Cars up to 1600cc and 97kW),597,39000,833,577
263,2010,Cat A (Cars up to 1600cc and 97kW),598,34001,843,598
264,2010,Cat A (Cars up to 1600cc and 97kW),647,32415,817,647
265,2010,Cat A (Cars up to 1600cc and 97kW),601,33132,722,601
266,2010,Cat A (Cars up to 1600cc and 97kW),597,30001,993,547
267,2010,Cat A (Cars up to 1600cc and 97kW),631,33089,775,628
268,2010,Cat A (Cars up to 1600cc and 97kW),606,29000,975,606
269,2010,Cat A (Cars up to 1600cc and 97kW),622,32104,786,589
270,2010,Cat A (Cars up to 1600cc and 97kW),699,36162,967,691
271,2010,Cat A (Cars up to 1600cc and 97kW),700,29501,893,676
272,2010,Cat A (Cars up to 1600cc and 97kW),699,31510,902,697
273,2010,Cat A (Cars up to 1600cc and 97kW),706,30051,1107,704
274,2010,Cat A (Cars up to 1600cc and 97kW),699,27389,1036,697
275,2010,Cat A (Cars up to 1600cc and 97kW),806,26102,1294,798
276,2010,Cat A (Cars up to 1600cc and 97kW),706,30000,1242,704
277,2010,Cat A (Cars up to 1600cc and 97kW),705,34001,1379,597
278,2010,Cat A (Cars up to 1600cc and 97kW),1146,28389,2183,1137
279,2010,Cat A (Cars up to 1600cc and 97kW),1148,20802,1758,1141
280,2010,Cat A (Cars up to 1600cc and 97kW),1148,20340,1493,1148
281,2010,Cat A (Cars up to 1600cc and 97kW),1154,19989,1326,1153
282,2010,Cat A (Cars up to 1600cc and 97kW),1151,20501,1673,1149
283,2010,Cat A (Cars up to 1600cc and 97kW),1152,18502,1342,1145
284,2009,Cat A (Cars up to 1600cc and 97kW),1150,18150,1465,1145
285,2009,Cat A (Cars up to 1600cc and 97kW),1151,18502,1658,1146
286,2009,Cat A (Cars up to 1600cc and 97kW),1146,17189,1261,1142
287,2009,Cat A (Cars up to 1600cc and 97kW),1226,16747,1395,1222
288,2009,Cat A (Cars up to 1600cc and 97kW),1149,18899,1544,1149
289,2009,Cat A (Cars up to 1600cc and 97kW),1151,16201,1392,1072
290,2009,Cat A (Cars up to 1600cc and 97kW),1403,15589,1527,1400
291,2009,Cat A (Cars up to 1600cc and 97kW),1395,18020,1844,1391
292,2009,Cat A (Cars up to 1600cc and 97kW),1395,15019,1567,1387
293,2009,Cat A (Cars up to 1600cc and 97kW),1395,13658,1558,1395
294,2009,Cat A (Cars up to 1600cc and 97kW),1408,15291,1603,1408
295,2009,Cat A (Cars up to 1600cc and 97kW),1405,14310,1655,1405
296,2009,Cat A (Cars up to 1600cc and 97kW),1415,12899,1735,1402
297,2009,Cat A (Cars up to 1600cc and 97kW),1401,11690,1967,1391
298,2009,Cat A (Cars up to 1600cc and 97kW),1402,9889,1999,1383
299,2009,Cat A (Cars up to 1600cc and 97kW),1396,8489,2037,1391
300,2009,Cat A (Cars up to 1600cc and 97kW),1396,7589,1906,1390
301,2009,Cat A (Cars up to 1600cc and 97kW),1396,7090,2026,1396
302,2009,Cat A (Cars up to 1600cc and 97kW),1843,5116,2202,1843
303,2009,Cat A (Cars up to 1600cc and 97kW),1839,4890,2376,1839
304,2009,Cat A (Cars up to 1600cc and 97kW),1846,4460,2722,1842
305,2009,Cat A (Cars up to 1600cc and 97kW),1894,1020,2077,1894
306,2009,Cat A (Cars up to 1600cc and 97kW),1839,2693,2109,1832
307,2009,Cat A (Cars up to 1600cc and 97kW),1839,5001,2541,1784
308,2008,Cat A (Cars up to 1600cc and 97kW),1851,6200,2788,1851
309,2008,Cat A (Cars up to 1600cc and 97kW),1840,7721,3149,1840
310,2008,Cat A (Cars up to 1600cc and 97kW),1851,2,1852,1840
311,2008,Cat A (Cars up to 1600cc and 97kW),1848,10455,2049,1848
312,2008,Cat A (Cars up to 1600cc and 97kW),1846,10989,2149,1835
313,2008,Cat A (Cars up to 1600cc and 97kW),1856,13801,2320,1848
314,2008,Cat A (Cars up to 1600cc and 97kW),2035,14100,2765,2029
315,2008,Cat A (Cars up to 1600cc and 97kW),2038,9501,2172,2022
316,2008,Cat A (Cars up to 1600cc and 97kW),2036,13289,2318,2036
317,2008,Cat A (Cars up to 1600cc and 97kW),2035,12501,2267,2032
318,2008,Cat A (Cars up to 1600cc and 97kW),2048,14101,2464,2047
319,2008,Cat A (Cars up to 1600cc and 97kW),2036,14685,2463,2036
320,2008,Cat A (Cars up to 1600cc and 97kW),2037,14101,2319,2024
321,2008,Cat A (Cars up to 1600cc and 97kW),2038,14590,2500,2038
322,2008,Cat A (Cars up to 1600cc and 97kW),2063,15701,2824,2062
323,2008,Cat A (Cars up to 1600cc and 97kW),2053,11009,2211,2051
324,2008,Cat A (Cars up to 1600cc and 97kW),2036,15600,2197,2009
325,2008,Cat A (Cars up to 1600cc and 97kW),2043,16930,2570,2026
326,2008,Cat A (Cars up to 1600cc and 97kW),2161,15389,2474,2161
327,2008,Cat A (Cars up to 1600cc and 97kW),2171,14351,2727,2164
328,2008,Cat A (Cars up to 1600cc and 97kW),2291,12856,2923,2288
329,2008,Cat A (Cars up to 1600cc and 97kW),2167,12002,3005,2155
330,2008,Cat A (Cars up to 1600cc and 97kW),2231,12001,2611,2098
331,2008,Cat A (Cars up to 1600cc and 97kW),2162,14052,2553,2154
332,2007,Cat A (Cars up to 1600cc and 97kW),2668,11704,3686,2663
333,2007,Cat A (Cars up to 1600cc and 97kW),2671,11881,3155,2670
334,2007,Cat A (Cars up to 1600cc and 97kW),2673,11489,3005,2654
335,2007,Cat A (Cars up to 1600cc and 97kW),2670,5200,2823,2670
336,2007,Cat A (Cars up to 1600cc and 97kW),2687,12602,5296,2680
337,2007,Cat A (Cars up to 1600cc and 97kW),2669,13504,4752,2659
338,2007,Cat A (Cars up to 1600cc and 97kW),2165,14000,3691,2161
339,2007,Cat A (Cars up to 1600cc and 97kW),2168,14601,3327,2168
340,2007,Cat A (Cars up to 1600cc and 97kW),2163,16159,3449,2163
341,2007,Cat A (Cars up to 1600cc and 97kW),2158,17010,2825,2147
342,2007,Cat A (Cars up to 1600cc and 97kW),2159,16181,2441,2159
343,2007,Cat A (Cars up to 1600cc and 97kW),2169,15591,2489,2119
344,2007,Cat A (Cars up to 1600cc and 97kW),2159,14801,2480,2150
345,2007,Cat A (Cars up to 1600cc and 97kW),2208,16000,2678,2177
346,2007,Cat A (Cars up to 1600cc and 97kW),2168,17001,2632,2018
347,2007,Cat A (Cars up to 1600cc and 97kW),2189,8118,2315,2188
348,2007,Cat A (Cars up to 1600cc and 97kW),2309,17999,3753,2303
349,2007,Cat A (Cars up to 1600cc and 97kW),2159,17941,3055,2159
350,2007,Cat A (Cars up to 1600cc and 97kW),2165,16999,2604,2160
351,2007,Cat A (Cars up to 1600cc and 97kW),2158,12401,2472,2158
352,2007,Cat A (Cars up to 1600cc and 97kW),2164,16839,3040,2149
353,2007,Cat A (Cars up to 1600cc and 97kW),2158,14404,2450,2154
354,2007,Cat A (Cars up to 1600cc and 97kW),2174,12001,2373,2171
355,2007,Cat A (Cars up to 1600cc and 97kW),2162,14001,2588,2089
356,2006,Cat A (Cars up to 1600cc and 97kW),2787,10602,3076,2778
357,2006,Cat A (Cars up to 1600cc and 97kW),2785,8009,3213,2783
358,2006,Cat A (Cars up to 1600cc and 97kW),2794,10284,5517,2787
359,2006,Cat A (Cars up to 1600cc and 97kW),2787,10103,5030,2779
360,2006,Cat A (Cars up to 1600cc and 97kW),2792,11199,5001,2786
361,2006,Cat A (Cars up to 1600cc and 97kW),2792,11904,4381,2784
362,2006,Cat A (Cars up to 1600cc and 97kW),2222,11901,3183,2215
363,2006,Cat A (Cars up to 1600cc and 97kW),2225,11901,2762,2220
364,2006,Cat A (Cars up to 1600cc and 97kW),2223,10003,2426,2222
365,2006,Cat A (Cars up to 1600cc and 97kW),2222,10100,2473,2222
366,2006,Cat A (Cars up to 1600cc and 97kW),2217,11202,2688,2217
367,2006,Cat A (Cars up to 1600cc and 97kW),2217,9301,2393,2213
368,2006,Cat A (Cars up to 1600cc and 97kW),2216,10201,2867,2210
369,2006,Cat A (Cars up to 1600cc and 97kW),2221,10803,2776,2213
370,2006,Cat A (Cars up to 1600cc and 97kW),2222,11901,3333,2215
371,2006,Cat A (Cars up to 1600cc and 97kW),2225,12989,3398,2219
372,2006,Cat A (Cars up to 1600cc and 97kW),2223,13003,2878,2222
373,2006,Cat A (Cars up to 1600cc and 97kW),2223,13102,2921,2223
374,2006,Cat A (Cars up to 1600cc and 97kW),2670,12001,2953,2644
375,2006,Cat A (Cars up to 1600cc and 97kW),2669,10510,2761,2669
376,2006,Cat A (Cars up to 1600cc and 97kW),2695,12979,4013,2693
377,2006,Cat A (Cars up to 1600cc and 97kW),2669,12689,3499,2668
